"sub","group","age","cond_order","condition","trialNo","ch1","rt1","st","ch2","rt2","r","transition","stay"
7,"ED",34,"NTfirst","NT",85,1,NA,3,1,NA,0,0,0
7,"ED",34,"NTfirst","NT",86,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",87,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",88,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",89,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",90,1,NA,3,2,NA,0,0,1
7,"ED",34,"NTfirst","NT",91,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",92,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",93,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",94,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",95,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",96,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",97,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",98,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",99,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",100,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",101,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",102,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",103,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",104,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",105,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",106,1,NA,3,2,NA,0,0,1
7,"ED",34,"NTfirst","NT",107,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",108,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",109,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",110,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",111,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",112,1,NA,3,2,NA,1,0,1
7,"ED",34,"NTfirst","NT",113,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",114,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",115,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",116,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",117,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",118,1,NA,2,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",119,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",120,1,NA,2,2,NA,0,1,1
7,"ED",34,"NTfirst","NT",121,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",122,1,NA,3,2,NA,0,0,1
7,"ED",34,"NTfirst","NT",123,1,NA,3,2,NA,0,0,1
7,"ED",34,"NTfirst","NT",124,2,NA,3,2,NA,0,1,0
7,"ED",34,"NTfirst","NT",125,1,NA,2,1,NA,1,1,0
7,"ED",34,"NTfirst","NT",126,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",127,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",128,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",129,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",130,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",131,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",132,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",133,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",134,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",135,1,NA,2,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",136,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",137,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",138,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",139,1,NA,3,2,NA,0,0,1
7,"ED",34,"NTfirst","NT",140,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",141,1,NA,2,1,NA,1,1,1
7,"ED",34,"NTfirst","NT",142,1,NA,3,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",143,2,NA,2,1,NA,1,0,0
7,"ED",34,"NTfirst","NT",144,2,NA,3,1,NA,0,1,1
7,"ED",34,"NTfirst","NT",145,2,NA,2,1,NA,1,0,1
7,"ED",34,"NTfirst","NT",146,2,NA,3,2,NA,1,1,1
7,"ED",34,"NTfirst","NT",147,2,NA,2,1,NA,0,0,1
7,"ED",34,"NTfirst","NT",148,2,NA,2,2,NA,1,0,1
7,"ED",34,"NTfirst","NT",149,2,NA,2,2,NA,1,0,1
7,"ED",34,"NTfirst","NT",150,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",1,1,NA,3,1,NA,1,0,0
10,"ED",35,"BIDfirst","NT",2,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",3,2,NA,3,1,NA,0,1,0
10,"ED",35,"BIDfirst","NT",4,1,NA,2,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",5,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",6,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",7,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",8,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",9,1,NA,3,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",10,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",11,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",12,2,NA,2,1,NA,0,0,0
10,"ED",35,"BIDfirst","NT",13,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",14,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",15,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",16,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",17,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",18,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",19,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",20,1,NA,3,2,NA,1,0,0
10,"ED",35,"BIDfirst","NT",21,2,NA,3,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",22,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",23,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",24,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",25,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",26,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",27,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",28,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",29,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",30,1,NA,3,1,NA,0,0,0
10,"ED",35,"BIDfirst","NT",31,2,NA,2,2,NA,1,0,0
10,"ED",35,"BIDfirst","NT",32,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",33,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",34,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",35,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",36,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",37,1,NA,2,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",38,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",39,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",40,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",41,2,NA,3,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",42,1,NA,2,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",43,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",44,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",45,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",46,2,NA,3,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",47,2,NA,2,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",48,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",49,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",50,1,NA,3,2,NA,0,0,0
10,"ED",35,"BIDfirst","NT",51,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",52,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",53,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",54,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",55,2,NA,3,1,NA,0,1,0
10,"ED",35,"BIDfirst","NT",56,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",57,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",58,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",59,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",60,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",61,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",62,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",63,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",64,2,NA,2,2,NA,1,0,1
10,"ED",35,"BIDfirst","NT",65,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",66,2,NA,2,2,NA,1,0,1
10,"ED",35,"BIDfirst","NT",67,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",68,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",69,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",70,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",71,2,NA,2,2,NA,1,0,1
10,"ED",35,"BIDfirst","NT",72,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",73,1,NA,2,1,NA,0,1,0
10,"ED",35,"BIDfirst","NT",74,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",75,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",76,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",77,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",78,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",79,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",80,1,NA,3,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",81,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",82,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",83,1,NA,3,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",84,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",85,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",86,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",87,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",88,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",89,2,NA,3,2,NA,0,1,0
10,"ED",35,"BIDfirst","NT",90,1,NA,2,1,NA,1,1,0
10,"ED",35,"BIDfirst","NT",91,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",92,2,NA,3,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",93,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",94,2,NA,2,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",95,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",96,2,NA,3,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",97,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",98,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",99,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",100,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",101,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",102,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",103,2,NA,2,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",104,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",105,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",106,1,NA,3,2,NA,1,0,0
10,"ED",35,"BIDfirst","NT",107,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",108,2,NA,3,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",109,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",110,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",111,1,NA,3,2,NA,1,0,0
10,"ED",35,"BIDfirst","NT",112,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",113,1,NA,2,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",114,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",115,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",116,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",117,1,NA,3,2,NA,1,0,1
10,"ED",35,"BIDfirst","NT",118,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",119,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",120,1,NA,3,1,NA,0,0,1
10,"ED",35,"BIDfirst","NT",121,1,NA,3,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",122,2,NA,3,2,NA,0,1,0
10,"ED",35,"BIDfirst","NT",123,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",124,1,NA,3,2,NA,1,0,0
10,"ED",35,"BIDfirst","NT",125,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",126,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",127,1,NA,3,2,NA,0,0,1
10,"ED",35,"BIDfirst","NT",128,2,NA,3,1,NA,0,1,0
10,"ED",35,"BIDfirst","NT",129,1,NA,2,2,NA,1,1,0
10,"ED",35,"BIDfirst","NT",130,1,NA,2,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",131,1,NA,2,1,NA,1,1,1
10,"ED",35,"BIDfirst","NT",132,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",133,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",134,1,NA,2,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",135,2,NA,2,1,NA,1,0,0
10,"ED",35,"BIDfirst","NT",136,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",137,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",138,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",139,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",140,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",141,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",142,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",143,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",144,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",145,2,NA,3,2,NA,0,1,1
10,"ED",35,"BIDfirst","NT",146,2,NA,3,1,NA,0,1,1
10,"ED",35,"BIDfirst","NT",147,2,NA,2,1,NA,1,0,1
10,"ED",35,"BIDfirst","NT",148,2,NA,3,2,NA,1,1,1
10,"ED",35,"BIDfirst","NT",149,1,NA,2,1,NA,0,1,0
10,"ED",35,"BIDfirst","NT",150,1,NA,3,1,NA,1,0,1
14,"ED",36,"NTfirst","NT",1,2,NA,2,1,NA,0,0,0
14,"ED",36,"NTfirst","NT",2,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","NT",3,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",4,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","NT",5,2,NA,3,1,NA,1,1,1
14,"ED",36,"NTfirst","NT",6,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",7,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","NT",8,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",9,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","NT",10,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",11,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","NT",12,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","NT",13,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",14,2,NA,3,1,NA,0,1,0
14,"ED",36,"NTfirst","NT",15,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","NT",16,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","NT",17,2,NA,2,2,NA,1,0,1
14,"ED",36,"NTfirst","NT",18,1,NA,2,2,NA,1,1,0
14,"ED",36,"NTfirst","NT",19,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",20,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","NT",21,2,NA,3,2,NA,1,1,0
14,"ED",36,"NTfirst","NT",22,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",23,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",24,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",25,1,NA,2,1,NA,0,1,0
14,"ED",36,"NTfirst","NT",26,2,NA,3,1,NA,1,1,0
14,"ED",36,"NTfirst","NT",27,2,NA,2,1,NA,0,0,1
14,"ED",36,"NTfirst","NT",28,2,NA,2,2,NA,1,0,1
14,"ED",36,"NTfirst","NT",29,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",30,1,NA,2,1,NA,1,1,0
14,"ED",36,"NTfirst","NT",31,1,NA,2,1,NA,1,1,1
14,"ED",36,"NTfirst","NT",32,1,NA,2,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",33,2,NA,3,2,NA,1,1,0
14,"ED",36,"NTfirst","NT",34,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",35,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",36,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","NT",37,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",38,1,NA,3,2,NA,1,0,0
14,"ED",36,"NTfirst","NT",39,2,NA,2,1,NA,1,0,0
14,"ED",36,"NTfirst","NT",40,2,NA,2,1,NA,1,0,1
14,"ED",36,"NTfirst","NT",41,2,NA,3,2,NA,0,1,1
14,"ED",36,"NTfirst","NT",42,1,NA,3,2,NA,0,0,0
14,"ED",36,"NTfirst","NT",43,1,NA,2,2,NA,0,1,1
14,"ED",36,"NTfirst","NT",44,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",45,2,NA,3,1,NA,1,1,0
14,"ED",36,"NTfirst","NT",46,1,NA,3,1,NA,1,0,0
14,"ED",36,"NTfirst","NT",47,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",48,1,NA,3,2,NA,1,0,1
14,"ED",36,"NTfirst","NT",49,2,NA,2,1,NA,1,0,0
14,"ED",36,"NTfirst","NT",50,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",51,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",52,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",53,2,NA,3,1,NA,0,1,1
14,"ED",36,"NTfirst","NT",54,1,NA,2,2,NA,1,1,0
14,"ED",36,"NTfirst","NT",55,1,NA,2,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",56,1,NA,3,2,NA,0,0,1
14,"ED",36,"NTfirst","NT",57,2,NA,2,2,NA,0,0,0
14,"ED",36,"NTfirst","NT",58,2,NA,3,2,NA,1,1,1
14,"ED",36,"NTfirst","NT",59,1,NA,2,1,NA,1,1,0
14,"ED",36,"NTfirst","NT",60,1,NA,3,1,NA,0,0,1
14,"ED",36,"NTfirst","NT",61,1,NA,2,1,NA,0,1,1
