"sub","condition","group","cond_order","n_com_rew","n_com_unrew","n_rare_rew","n_rare_unrew","p_com_rew","p_com_unrew","p_rare_rew","p_rare_unrew","mb_score","mf_score","age_z"
23,"BID","HC","BIDfirst",26,36,7,11,0.553191489361702,0.537313432835821,0.538461538461538,0.523809523809524,0.00122604187386666,0.0305300711778959,-0.938107313578848
24,"BID","ED","BIDfirst",45,26,13,13,0.849056603773585,0.490566037735849,0.722222222222222,0.52,0.156268343815514,0.560712788259958,-0.152092021319709
25,"BID","HC","BIDfirst",58,25,17,15,0.966666666666667,0.555555555555556,0.944444444444444,0.555555555555556,0.0222222222222223,0.8,0.144324202089054
26,"BID","HC","BIDfirst",50,45,17,12,0.892857142857143,0.789473684210526,0.85,0.705882352941177,-0.0407341884122069,0.24750110570544,0.577296808356215
27,"BID","ED","BIDfirst",35,21,20,9,0.813953488372093,0.381818181818182,0.769230769230769,0.36,0.0229045373231419,0.84136607578468,-1.50266917063872
28,"BID","HC","BIDfirst",57,27,9,21,0.966101694915254,0.574468085106383,0.45,0.91304347826087,0.854677088069741,-0.0714098684519983,-0.938107313578848
29,"BID","HC","NTfirst",48,51,23,11,0.872727272727273,0.879310344827586,1,0.785714285714286,-0.220868786386028,0.207702642185401,-0.938107313578848
30,"BID","HC","NTfirst",46,28,28,15,0.901960784313726,0.651162790697674,0.933333333333333,0.652173913043478,-0.030361426673804,0.531957413905906,1.22675571775696
32,"BID","ED","BIDfirst",29,37,12,23,0.707317073170732,0.725490196078431,0.521739130434783,0.741935483870968,0.202023230528485,-0.238369476343885,0.748292744892968
33,"BID","ED","BIDfirst",56,38,13,15,0.848484848484849,0.808510638297872,0.684210526315789,0.833333333333333,0.18909701720452,-0.109148596830568,0.298100361786629
35,"BID","HC","NTfirst",45,44,20,13,0.9375,0.676923076923077,1,0.8125,0.073076923076923,0.448076923076923,0.793783111489795
36,"BID","ED","BIDfirst",46,45,25,27,0.978723404255319,0.918367346938776,0.961538461538462,0.964285714285714,0.0631033100637963,0.057608804569291,0.973388936446137
37,"BID","HC","NTfirst",44,29,20,9,0.846153846153846,0.508771929824561,1,0.428571428571429,-0.234046655099287,0.908810487757856,-1.15459361671243
38,"BID","ED","NTfirst",33,56,14,22,0.785714285714286,0.835820895522388,0.777777777777778,1,0.17211561241412,-0.272328832030325,1.42358131955248
39,"BID","ED","NTfirst",46,16,22,6,0.836363636363636,0.355555555555556,0.88,0.272727272727273,-0.126464646464647,1.08808080808081,-0.827380595979217
40,"BID","HC","BIDfirst",50,31,19,10,0.87719298245614,0.553571428571429,0.863636363636364,0.666666666666667,0.126651856915015,0.520591250854409,0.360810505222634
41,"BID","HC","NTfirst",38,41,19,20,0.926829268292683,0.719298245614035,0.791666666666667,0.714285714285714,0.130150070297696,0.2849119750596,0.144324202089054
42,"BID","HC","BIDfirst",59,22,19,14,0.893939393939394,0.536585365853659,0.95,0.636363636363636,0.0437176644493718,0.670990391722099,-0.721621010445268
43,"BID","HC","BIDfirst",50,34,27,25,0.925925925925926,0.871794871794872,0.931034482758621,0.961538461538462,0.084635032910895,0.0236270753512132,-1.15459361671243
44,"BID","ED","NTfirst",35,18,14,15,0.603448275862069,0.461538461538462,0.636363636363636,0.555555555555556,0.0611017335155266,0.222717895131688,0.973388936446137
46,"BID","ED","NTfirst",0,1,0,0,0,0.0227272727272727,0,0,-0.0227272727272727,-0.0227272727272727,0.748292744892968
47,"BID","HC","NTfirst",51,17,19,6,0.82258064516129,0.386363636363636,0.826086956521739,0.3,-0.0898699477240851,0.962303965319393,-0.0721621010445265
48,"BID","HC","BIDfirst",54,53,23,17,0.981818181818182,0.963636363636364,1,1,0.0181818181818182,0.0181818181818183,-0.505134707311687
49,"BID","HC","NTfirst",48,42,17,21,0.923076923076923,0.777777777777778,1,0.777777777777778,-0.0769230769230769,0.367521367521367,-0.0721621010445265
50,"BID","HC","BIDfirst",55,35,11,22,0.948275862068966,0.760869565217391,0.733333333333333,0.709677419354839,0.16375038287308,0.211062210830069,-0.288648404178107
51,"BID","ED","BIDfirst",55,38,19,21,0.948275862068966,0.844444444444444,0.863636363636364,0.875,0.115195053988157,0.0924677812608846,1.64867751110564
52,"BID","ED","NTfirst",54,47,11,18,0.9,0.854545454545454,0.785714285714286,0.9,0.15974025974026,-0.0688311688311688,-0.602284404426048
53,"BID","ED","BIDfirst",40,40,22,17,0.816326530612245,0.784313725490196,1,0.68,-0.287987194877951,0.352012805122049,0.07300417023346
54,"BID","HC","NTfirst",58,41,23,19,0.935483870967742,0.911111111111111,0.958333333333333,1,0.0660394265232974,-0.0172939068100358,-0.721621010445268
55,"BID","ED","BIDfirst",58,47,14,21,0.966666666666667,0.92156862745098,0.933333333333333,0.91304347826087,0.0248081841432225,0.0653878942881501,1.64867751110564
56,"BID","ED","NTfirst",55,31,23,15,0.932203389830508,0.673913043478261,0.92,0.882352941176471,0.220643287528718,0.295937405175777,-0.152092021319709
57,"BID","ED","BIDfirst",58,23,28,18,0.966666666666667,0.575,0.96551724137931,0.857142857142857,0.283292282430213,0.50004105090312,-0.152092021319709
59,"BID","ED","NTfirst",68,33,24,15,0.971428571428571,0.846153846153846,0.96,0.9375,0.102774725274725,0.147774725274725,0.748292744892968
60,"BID","ED","NTfirst",29,25,26,9,0.674418604651163,0.471698113207547,0.838709677419355,0.45,-0.185989185975739,0.59143016886297,-0.377188212872879
61,"BID","HC","NTfirst",72,35,24,12,0.986301369863014,0.945945945945946,0.857142857142857,1,0.183212566774211,-0.102501718940075,2.30918723342486
62,"BID","ED","NTfirst",54,33,18,11,0.947368421052632,0.6,0.857142857142857,0.6875,0.177725563909774,0.517011278195489,-1.05247678753239
64,"BID","ED","BIDfirst",54,39,13,12,0.947368421052632,0.672413793103448,1,0.545454545454545,-0.179590826596271,0.729500082494638,-1.95286155374506
65,"BID","HC","BIDfirst",53,39,25,17,0.963636363636364,0.795918367346939,0.961538461538462,0.85,0.0561795347509633,0.279256457827886,-0.288648404178107
66,"BID","HC","BIDfirst",56,32,21,15,0.875,0.761904761904762,0.91304347826087,0.75,-0.0499482401656314,0.276138716356108,-0.938107313578848
67,"BID","HC","NTfirst",52,34,12,18,0.945454545454545,0.62962962962963,1,0.620689655172414,-0.0634854290026704,0.695135260652502,1.65972832402412
68,"BID","ED","BIDfirst",44,37,21,29,0.814814814814815,0.86046511627907,0.954545454545455,0.966666666666667,-0.033529089343043,-0.0577715135854669,-0.602284404426048
69,"BID","ED","BIDfirst",50,38,28,23,0.943396226415094,0.926829268292683,0.903225806451613,0.958333333333333,0.0716744850041319,-0.0385405687593092,-1.05247678753239
70,"BID","ED","NTfirst",63,31,15,13,0.9,0.688888888888889,0.9375,0.684210526315789,-0.0421783625730994,0.464400584795322,0.973388936446137
71,"BID","HC","BIDfirst",54,38,10,36,0.964285714285714,0.826086956521739,0.909090909090909,1,0.229107848673066,0.0472896668548843,-0.721621010445268
72,"BID","HC","BIDfirst",58,34,7,21,0.983050847457627,0.666666666666667,0.411764705882353,0.91304347826087,0.817662953169477,-0.184894591587556,-1.15459361671243
73,"BID","ED","BIDfirst",39,48,16,20,0.795918367346939,0.888888888888889,0.842105263157895,0.740740740740741,-0.194335043959104,0.00839400087520392,-1.05247678753239
74,"BID","HC","BIDfirst",50,22,26,19,0.961538461538462,0.5,0.962962962962963,0.703703703703704,0.202279202279202,0.720797720797721,-0.721621010445268
75,"BID","ED","NTfirst",27,14,9,9,0.482142857142857,0.311111111111111,0.409090909090909,0.36,0.121940836940837,0.220122655122655,-1.05247678753239
76,"BID","HC","NTfirst",59,36,12,28,0.983333333333333,0.857142857142857,0.631578947368421,0.96551724137931,0.460128770201366,-0.207747817820413,-1.37107991984601
77,"BID","ED","BIDfirst",59,32,18,26,0.967213114754098,0.8,1,0.866666666666667,0.033879781420765,0.300546448087432,0.07300417023346
78,"BID","HC","NTfirst",47,37,22,21,0.854545454545454,0.804347826086957,1,0.777777777777778,-0.172024593763724,0.27241985068072,-0.505134707311687
79,"BID","ED","NTfirst",60,24,28,9,0.967741935483871,0.558139534883721,0.933333333333333,0.692307692307692,0.168576759574509,0.650628041625791,-0.827380595979217
80,"BID","HC","NTfirst",54,49,19,23,0.964285714285714,0.98,1,1,-0.0157142857142856,-0.0157142857142856,1.22675571775696
81,"BID","ED","BIDfirst",61,26,25,18,0.91044776119403,0.764705882352941,0.892857142857143,0.947368421052632,0.200253157036577,0.0912306006456002,-1.50266917063872
82,"BID","ED","BIDfirst",56,41,13,22,0.982456140350877,0.803921568627451,0.764705882352941,0.88,0.293828689370485,0.0632404540763672,0.07300417023346
83,"BID","HC","NTfirst",44,35,15,22,0.897959183673469,0.636363636363636,1,0.709677419354839,-0.0287270333353282,0.551918127954995,-0.938107313578848
84,"BID","HC","BIDfirst",76,33,22,15,0.987012987012987,1,0.956521739130435,0.9375,-0.0320087521174478,0.00603472614342193,1.8762146271577
