"sub","condition","group","cond_order","n_com_rew","n_com_unrew","n_rare_rew","n_rare_unrew","p_com_rew","p_com_unrew","p_rare_rew","p_rare_unrew","mb_score","mf_score","age_z"
6,"NT","HC","NTfirst",61,41,26,12,0.983870967741935,0.891304347826087,0.962962962962963,0.8,-0.0703963430471143,0.255529582878811,-0.30331732698679
11,"NT","HC","BIDfirst",48,38,23,13,0.8,0.730769230769231,0.958333333333333,0.928571428571429,0.0394688644688646,0.0989926739926739,-0.501015227612109
12,"NT","HC","BIDfirst",56,32,21,18,0.949152542372881,0.711111111111111,0.954545454545455,0.75,0.0334959767163157,0.442586885807225,1.27826587801576
13,"NT","HC","BIDfirst",70,33,24,13,0.972222222222222,0.868421052631579,1,0.8125,-0.0836988304093568,0.291301169590643,-0.501015227612109
18,"NT","HC","NTfirst",67,31,16,17,0.943661971830986,0.775,0.8,0.894736842105263,0.263398813936249,0.0739251297257226,0.289776374889166
23,"NT","HC","BIDfirst",41,15,14,8,0.650793650793651,0.319148936170213,0.636363636363636,0.444444444444444,0.139725522704246,0.52356390654263,-1.29180683011338
25,"NT","HC","BIDfirst",48,33,26,9,0.941176470588235,0.578947368421053,1,0.5625,-0.0752708978328174,0.799729102167183,-0.30331732698679
26,"NT","HC","BIDfirst",54,39,28,21,0.981818181818182,0.866666666666667,1,0.954545454545455,0.0696969696969697,0.160606060606061,0.0920784742638473
28,"NT","HC","BIDfirst",54,31,14,19,0.9,0.688888888888889,0.875,0.655172413793103,-0.00871647509578544,0.430938697318008,-1.29180683011338
29,"NT","HC","NTfirst",63,31,20,11,0.863013698630137,0.738095238095238,0.869565217391304,0.916666666666667,0.172019909810261,0.0778170112595366,-1.29180683011338
30,"NT","HC","NTfirst",46,39,36,17,0.978723404255319,0.829787234042553,1,0.85,-0.00106382978723407,0.298936170212766,0.685172176139804
35,"NT","HC","NTfirst",65,31,25,8,0.955882352941177,0.720930232558139,1,0.571428571428571,-0.193619308188392,0.663523548954466,0.289776374889166
37,"NT","HC","NTfirst",59,30,28,16,0.983333333333333,0.75,1,0.727272727272727,-0.0393939393939394,0.506060606060606,-1.4895047307387
40,"NT","HC","BIDfirst",58,25,22,11,0.920634920634921,0.531914893617021,0.814814814814815,0.846153846153846,0.420059058356931,0.357380995678868,-0.105619426361471
41,"NT","HC","NTfirst",63,32,15,11,0.926470588235294,0.680851063829787,0.833333333333333,0.647058823529412,0.0593450146015854,0.431894034209428,-0.30331732698679
42,"NT","HC","BIDfirst",46,20,21,8,0.884615384615385,0.344827586206897,0.84,0.533333333333333,0.233121131741821,0.846454465075155,-1.09410892948807
43,"NT","HC","BIDfirst",73,34,19,19,0.960526315789474,1,0.95,0.95,-0.0394736842105263,-0.0394736842105263,-1.4895047307387
47,"NT","HC","NTfirst",43,21,17,11,0.623188405797101,0.538461538461538,0.586206896551724,0.846153846153846,0.344673816937685,-0.175220082266559,-0.501015227612109
48,"NT","HC","BIDfirst",51,34,37,18,0.894736842105263,0.918918918918919,0.973684210526316,1,0.00213371266002838,-0.05049786628734,-0.896411028862746
49,"NT","HC","NTfirst",59,23,24,14,0.967213114754098,0.48936170212766,1,0.777777777777778,0.255629190404217,0.700073634848661,-0.501015227612109
50,"NT","HC","BIDfirst",72,27,29,18,0.986301369863014,0.964285714285714,0.966666666666667,0.947368421052632,0.00271740996326419,0.0413139011913346,-0.698713128237428
54,"NT","HC","NTfirst",58,44,19,22,0.950819672131147,0.956521739130435,0.95,0.956521739130435,0.000819672131147531,-0.0122238061297222,-1.09410892948807
61,"NT","HC","NTfirst",68,34,22,19,0.985507246376812,0.871794871794872,0.956521739130435,1,0.157190635451505,0.0702341137123748,1.6736616792664
65,"NT","HC","BIDfirst",58,40,26,15,0.966666666666667,0.888888888888889,0.896551724137931,0.9375,0.118726053639847,0.036829501915709,-0.698713128237428
66,"NT","HC","BIDfirst",65,34,19,16,0.942028985507246,0.772727272727273,1,0.888888888888889,0.0581906016688625,0.280412823891085,-1.29180683011338
67,"NT","HC","NTfirst",56,29,22,24,0.96551724137931,0.674418604651163,1,0.888888888888889,0.179987525617036,0.402209747839259,1.08056797739044
71,"NT","HC","BIDfirst",66,32,23,16,0.942857142857143,0.864864864864865,0.884615384615385,0.941176470588235,0.134553363965129,0.0214311920194272,-1.09410892948807
72,"NT","HC","BIDfirst",46,28,15,15,0.821428571428571,0.56,0.681818181818182,0.681818181818182,0.261428571428571,0.261428571428571,-1.4895047307387
74,"NT","HC","BIDfirst",73,20,22,15,0.973333333333333,0.666666666666667,0.916666666666667,0.714285714285714,0.104285714285714,0.509047619047619,-1.09410892948807
76,"NT","HC","NTfirst",51,37,28,15,0.944444444444444,0.770833333333333,0.903225806451613,0.882352941176471,0.152738245835969,0.194483976386253,-1.68720263136402
78,"NT","HC","NTfirst",62,35,22,22,0.984126984126984,0.921052631578947,0.916666666666667,0.88,0.0264076858813701,0.0997410192147034,-0.896411028862746
80,"NT","HC","NTfirst",57,55,19,14,0.95,0.982142857142857,1,0.933333333333333,-0.0988095238095237,0.0345238095238095,0.685172176139804
83,"NT","HC","NTfirst",49,29,21,10,0.765625,0.674418604651163,0.807692307692308,0.588235294117647,-0.128250618225823,0.310663408923498,-1.29180683011338
84,"NT","HC","BIDfirst",73,36,28,11,0.973333333333333,1,1,1,-0.0266666666666666,-0.0266666666666666,1.27826587801576
7,"BID","ED","NTfirst",54,44,20,14,0.964285714285714,0.771929824561403,0.952380952380952,0.875,0.114974937343359,0.269736842105263,1.08056797739044
10,"BID","ED","BIDfirst",43,47,20,21,0.895833333333333,0.824561403508772,0.909090909090909,0.91304347826087,0.0752244989945219,0.067319360654601,1.27826587801576
14,"BID","ED","NTfirst",49,38,25,17,0.942307692307692,0.808510638297872,0.925925925925926,0.708333333333333,-0.0837955385827726,0.351389646602412,1.47596377864108
15,"BID","ED","NTfirst",41,26,9,18,0.694915254237288,0.530612244897959,0.529411764705882,0.72,0.354891244633447,-0.0262852259547887,-0.30331732698679
16,"BID","ED","BIDfirst",61,44,24,15,0.968253968253968,0.956521739130435,1,0.882352941176471,-0.105914829699996,0.129379287947063,0.882870076765122
17,"BID","ED","BIDfirst",50,32,25,25,0.925925925925926,0.761904761904762,0.961538461538462,0.892857142857143,0.0953398453398454,0.232702482702483,0.882870076765122
19,"BID","ED","NTfirst",46,35,13,20,0.821428571428571,0.686274509803922,0.684210526315789,0.833333333333333,0.284276868642194,-0.0139687453928939,1.87135957989172
20,"BID","ED","NTfirst",32,35,19,24,0.761904761904762,0.648148148148148,0.791666666666667,0.8,0.122089947089947,0.10542328042328,-0.896411028862746
22,"BID","ED","BIDfirst",33,37,18,10,0.767441860465116,0.596774193548387,0.818181818181818,0.434782608695652,-0.212731542569437,0.554066876402895,-0.30331732698679
24,"BID","ED","BIDfirst",58,23,18,10,0.865671641791045,0.5,0.857142857142857,0.625,0.133528784648188,0.597814498933902,0.289776374889166
27,"BID","ED","BIDfirst",43,27,21,15,0.693548387096774,0.658536585365854,0.777777777777778,0.75,0.00723402395314277,0.0627895795086985,-0.896411028862746
32,"BID","ED","BIDfirst",36,28,14,14,0.642857142857143,0.538461538461538,0.7,0.636363636363636,0.0407592407592409,0.168031968031968,1.08056797739044
33,"BID","ED","BIDfirst",43,37,19,16,0.811320754716981,0.711538461538462,0.76,0.8,0.13978229317852,0.0597822931785196,0.685172176139804
36,"BID","ED","BIDfirst",53,37,24,27,0.963636363636364,0.925,0.96,0.9,-0.0213636363636364,0.0986363636363635,1.27826587801576
38,"BID","ED","NTfirst",55,43,22,17,0.932203389830508,0.955555555555556,0.814814814814815,0.894736842105263,0.0565698615654012,-0.103274193015496,1.6736616792664
39,"BID","ED","NTfirst",46,32,12,8,0.779661016949153,0.533333333333333,0.8,0.5,-0.0536723163841808,0.546327683615819,-0.30331732698679
44,"BID","ED","NTfirst",40,26,17,9,0.689655172413793,0.565217391304348,0.653846153846154,0.45,-0.0794083727367085,0.328283934955599,1.27826587801576
46,"BID","ED","NTfirst",1,1,1,0,0.0232558139534884,0.0204081632653061,0.0285714285714286,0,-0.0257237778832463,0.0314190792596108,1.08056797739044
51,"BID","ED","BIDfirst",49,48,22,11,0.942307692307692,0.827586206896552,0.956521739130435,0.647058823529412,-0.194741430189882,0.424184401012164,1.87135957989172
52,"BID","ED","NTfirst",55,42,18,18,0.932203389830508,0.792452830188679,0.947368421052632,0.947368421052632,0.139750559641829,0.139750559641829,-0.105619426361471
53,"BID","ED","BIDfirst",40,34,28,16,0.833333333333333,0.708333333333333,0.933333333333333,0.666666666666667,-0.141666666666667,0.391666666666666,0.487474275514485
55,"BID","ED","BIDfirst",53,49,21,18,0.946428571428571,0.942307692307692,1,0.857142857142857,-0.138736263736264,0.146978021978022,1.87135957989172
56,"BID","ED","NTfirst",58,37,21,15,0.966666666666667,0.755102040816326,1,0.75,-0.0384353741496598,0.46156462585034,0.289776374889166
57,"BID","ED","BIDfirst",49,41,15,18,0.942307692307692,0.672131147540984,1,0.818181818181818,0.0883583629485269,0.451994726584891,0.289776374889166
59,"BID","ED","NTfirst",53,48,17,23,0.963636363636364,0.923076923076923,1,0.884615384615385,-0.0748251748251749,0.155944055944056,1.08056797739044
60,"BID","ED","NTfirst",43,28,11,13,0.796296296296296,0.538461538461538,0.55,0.541666666666667,0.249501424501424,0.266168091168091,0.0920784742638473
62,"BID","ED","NTfirst",45,27,22,21,0.9375,0.58695652173913,0.88,0.67741935483871,0.147962833099579,0.55312412342216,-0.501015227612109
64,"BID","ED","BIDfirst",47,33,19,16,0.92156862745098,0.611111111111111,0.95,0.64,0.000457516339869235,0.620457516339869,-1.29180683011338
68,"BID","ED","BIDfirst",46,46,19,19,0.836363636363636,0.851851851851852,0.95,0.904761904761905,-0.0607263107263107,0.0297498797498795,-0.105619426361471
69,"BID","ED","BIDfirst",59,45,21,17,0.983333333333333,0.957446808510638,0.91304347826087,0.85,-0.0371569534381746,0.0889300030835645,-0.501015227612109
70,"BID","ED","NTfirst",51,29,25,14,0.879310344827586,0.644444444444444,0.925925925925926,0.7,0.00893997445721573,0.460791826309068,1.27826587801576
73,"BID","ED","BIDfirst",44,44,17,21,0.846153846153846,0.846153846153846,0.944444444444444,0.75,-0.194444444444444,0.194444444444444,-0.501015227612109
75,"BID","ED","NTfirst",28,24,11,8,0.518518518518518,0.489795918367347,0.379310344827586,0.444444444444444,0.0938566997680298,-0.0364114994656867,-0.501015227612109
77,"BID","ED","BIDfirst",58,45,14,19,0.90625,0.918367346938776,0.933333333333333,0.863636363636364,-0.0818143166357452,0.0575796227581942,0.487474275514485
79,"BID","ED","NTfirst",47,34,11,21,0.903846153846154,0.641509433962264,0.785714285714286,0.67741935483871,0.154041789008314,0.370631650759466,-0.30331732698679
81,"BID","ED","BIDfirst",51,45,19,13,0.944444444444444,0.789473684210526,1,0.65,-0.195029239766082,0.504970760233918,-0.896411028862746
82,"BID","ED","BIDfirst",58,31,15,27,0.935483870967742,0.75609756097561,0.9375,0.870967741935484,0.112854051927616,0.245918568056648,0.487474275514485
2,"BID","HC","NTfirst",38,24,17,15,0.844444444444444,0.48,0.586206896551724,0.576923076923077,0.355160624815797,0.373728264073092,1.08056797739044
3,"BID","HC","BIDfirst",36,42,28,14,0.9,0.688524590163934,0.96551724137931,0.7,-0.0540418315432448,0.476992651215376,-0.896411028862746
6,"BID","HC","NTfirst",51,34,19,18,0.927272727272727,0.641509433962264,1,0.782608695652174,0.0683719889626371,0.503154597658289,-0.30331732698679
11,"BID","HC","BIDfirst",54,40,24,19,0.964285714285714,0.8,1,0.95,0.114285714285714,0.214285714285714,-0.501015227612109
12,"BID","HC","BIDfirst",59,32,19,14,0.967213114754098,0.653061224489796,0.95,0.7,0.0641518902643025,0.564151890264302,1.27826587801576
13,"BID","HC","BIDfirst",47,27,30,10,0.886792452830189,0.58695652173913,0.9375,0.526315789473684,-0.111348279435258,0.711020141617374,-0.501015227612109
18,"BID","HC","NTfirst",56,41,15,19,0.918032786885246,0.854166666666667,0.714285714285714,0.95,0.299580405932865,-0.171848165495706,0.289776374889166
23,"BID","HC","BIDfirst",36,21,16,12,0.642857142857143,0.388888888888889,0.761904761904762,0.631578947368421,0.123642439431913,0.384294068504595,-1.29180683011338
25,"BID","HC","BIDfirst",61,24,20,15,0.953125,0.615384615384615,0.833333333333333,0.652173913043478,0.156580964325529,0.51889980490524,-0.30331732698679
26,"BID","HC","BIDfirst",43,35,29,19,0.877551020408163,0.875,0.935483870967742,0.633333333333333,-0.299599517226245,0.304701558042572,0.0920784742638473
28,"BID","HC","BIDfirst",51,33,19,9,0.879310344827586,0.622641509433962,0.791666666666667,0.6,0.0650021687269573,0.44833550206029,-1.29180683011338
29,"BID","HC","NTfirst",60,37,18,18,0.952380952380952,0.822222222222222,0.9,0.818181818181818,0.0483405483405484,0.211976911976912,-1.29180683011338
30,"BID","HC","NTfirst",48,35,18,19,0.905660377358491,0.636363636363636,0.947368421052632,0.826086956521739,0.148015276463962,0.390578205525747,0.685172176139804
35,"BID","HC","NTfirst",52,40,15,16,0.962962962962963,0.714285714285714,0.833333333333333,0.727272727272727,0.142616642616643,0.354737854737855,0.289776374889166
37,"BID","HC","NTfirst",49,28,20,10,0.816666666666667,0.538461538461538,0.909090909090909,0.625,-0.00588578088578084,0.562296037296037,-1.4895047307387
40,"BID","HC","BIDfirst",48,28,20,14,0.888888888888889,0.571428571428571,0.8,0.636363636363636,0.153823953823954,0.481096681096681,-0.105619426361471
41,"BID","HC","NTfirst",49,37,21,18,0.942307692307692,0.725490196078431,0.875,0.782608695652174,0.124426191881435,0.309208800577087,-0.30331732698679
42,"BID","HC","BIDfirst",45,24,18,10,0.9375,0.421052631578947,0.857142857142857,0.416666666666667,0.0759711779448622,0.956923558897243,-1.09410892948807
43,"BID","HC","BIDfirst",63,35,20,23,0.926470588235294,0.897435897435897,1,1,0.0290346907993967,0.0290346907993966,-1.4895047307387
47,"BID","HC","NTfirst",43,23,23,10,0.826923076923077,0.425925925925926,0.851851851851852,0.588235294117647,0.137380593262946,0.664613708731356,-0.501015227612109
48,"BID","HC","BIDfirst",44,51,27,25,0.977777777777778,0.980769230769231,1,0.961538461538462,-0.0414529914529914,0.0354700854700856,-0.896411028862746
49,"BID","HC","NTfirst",51,40,21,19,0.980769230769231,0.754716981132076,0.954545454545455,0.826086956521739,0.0975937516134397,0.354510747660871,-0.501015227612109
50,"BID","HC","BIDfirst",48,24,36,19,0.905660377358491,0.685714285714286,0.9,0.863636363636364,0.183582455280568,0.256309728007841,-0.698713128237428
54,"BID","HC","NTfirst",48,48,24,19,0.905660377358491,0.905660377358491,1,0.95,-0.05,0.05,-1.09410892948807
61,"BID","HC","NTfirst",65,38,12,26,0.955882352941177,0.904761904761905,0.923076923076923,0.962962962962963,0.0910064880653115,0.0112344082932319,1.6736616792664
65,"BID","HC","BIDfirst",58,34,25,21,0.966666666666667,0.871794871794872,1,0.807692307692308,-0.0974358974358974,0.287179487179487,-0.698713128237428
66,"BID","HC","BIDfirst",64,41,10,14,0.955223880597015,0.82,0.769230769230769,0.7,0.0659931113662456,0.204454649827784,-1.29180683011338
67,"BID","HC","NTfirst",44,26,28,22,0.956521739130435,0.541666666666667,0.96551724137931,0.814814814814815,0.264152645899273,0.565557499028264,1.08056797739044
71,"BID","HC","BIDfirst",54,39,27,19,0.981818181818182,0.866666666666667,0.964285714285714,0.863636363636364,0.0145021645021645,0.215800865800866,-1.09410892948807
72,"BID","HC","BIDfirst",53,34,20,16,0.963636363636364,0.723404255319149,0.769230769230769,0.727272727272727,0.198274066359173,0.282190150275257,-1.4895047307387
74,"BID","HC","BIDfirst",53,38,21,10,0.929824561403509,0.716981132075472,0.954545454545455,0.555555555555556,-0.186146469661862,0.611833328317936,-1.09410892948807
76,"BID","HC","NTfirst",64,33,15,21,0.941176470588235,0.785714285714286,0.9375,0.875,0.0929621848739496,0.217962184873949,-1.68720263136402
78,"BID","HC","NTfirst",55,35,19,16,0.846153846153846,0.777777777777778,0.863636363636364,0.888888888888889,0.0936285936285935,0.0431235431235432,-0.896411028862746
80,"BID","HC","NTfirst",52,50,26,19,0.981132075471698,0.980392156862745,0.962962962962963,1,0.0377769556459902,-0.0362971184280839,0.685172176139804
83,"BID","HC","NTfirst",51,30,28,16,0.894736842105263,0.652173913043478,0.96551724137931,0.888888888888889,0.165934576571363,0.319191281552206,-1.29180683011338
84,"BID","HC","BIDfirst",66,32,31,20,0.985074626865672,1,1,1,-0.0149253731343284,-0.0149253731343284,1.27826587801576
